Category,City,Container,Customer ID,Customer Name,Customer Segment,Department,Item ID,Item,Order Date,Order ID,Order Priority,Postal Code,Region,Row ID,Ship Date,Ship Mode,State,Discount,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Computer Peripherals,Pico Rivera,Small Box,223,Joe Nicholson,Small Business,Technology,11029,Microsoft Multimedia Keyboard,12/29/2015,88530,Critical,90660,West,12/11/1950,12/29/2015,Regular Air,California,0.02,6,0.74,-20,198,4,31
Office Furnishings,Midwest City,Small Box,1750,Constance Britt,Home Office,Furniture,10635,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,1/7/2016,87249,High,73110,Central,7/12/1957,1/7/2016,Regular Air,Oklahoma,0,7,0.43,396,573,20,79
Office Furnishings,Atlanta,Small Box,1745,Herbert Holden,Home Office,Furniture,10635,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,7/8/2015,21670,High,30305,South,3/31/1908,7/8/2015,Regular Air,Georgia,0,27,0.43,557,2211,20,79
Binders and Binder Accessories,Killingly Center,Small Box,3368,Marian Alexander,Home Office,Office Supplies,10633,GBC DocuBind P100 Manual Binding Machine,2/8/2016,90504,Critical,6241,East,2/25/1967,2/8/2016,Regular Air,Connecticut,0.08,13,0.4,1470,2130,20,166
Bookcases,Pico Rivera,Jumbo Box,223,Joe Nicholson,Small Business,Furniture,10884,"O'Sullivan Elevations Bookcase, Cherry Finish",12/30/2014,88530,Critical,90660,West,12/10/1950,12/30/2014,Delivery Truck,California,0.01,13,0.69,-1022,1734,55,131
Binders and Binder Accessories,New York City,Small Box,1416,Betsy Gibson,Corporate,Office Supplies,10215,Acco Suede Grain Vinyl Round Ring Binder,7/7/2014,90545,Low,10024,East,2/28/1954,7/7/2014,Regular Air,New York,0.07,2,0.39,-6,6,1,3
Paper,Killingly Center,Small Box,3368,Marian Alexander,Home Office,Office Supplies,10368,Xerox 207,2/8/2016,90504,Critical,6241,East,2/27/1967,2/8/2016,Regular Air,Connecticut,0.04,1,0.37,-11,12,5,6
Computer Peripherals,Killingly Center,Small Pack,3368,Marian Alexander,Home Office,Technology,10697,"80 Minute CD-R Spindle, 100/Pack - Staples",2/8/2016,90504,Critical,6241,East,2/26/1967,2/8/2016,Express Air,Connecticut,0.08,11,0.54,300,434,2,39
Paper,New York City,Small Box,1416,Betsy Gibson,Corporate,Office Supplies,11048,Xerox 213,7/6/2015,90545,Low,10024,East,3/2/1954,7/6/2015,Regular Air,New York,0.05,5,0.37,-96,34,8,6
Pens & Art Supplies,Centereach,Wrap Bag,1417,Dorothy Huff,Corporate,Office Supplies,11142,Newell 342,7/4/2016,90545,Low,11720,East,3/3/1954,7/4/2016,Regular Air,New York,0.01,6,0.56,-63,22,4,3
Office Furnishings,New York City,Small Box,1416,Betsy Gibson,Corporate,Furniture,11132,Eldon Image Series Black Desk Accessories,7/6/2015,90545,Low,10024,East,3/1/1954,7/6/2015,Regular Air,New York,0.04,4,0.49,-62,18,7,4
Office Furnishings,Hamden,Large Box,835,Mitchell Hubbard,Corporate,Furniture,11077,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,9/19/2014,89771,High,6511,East,8/23/1970,9/19/2014,Express Air,Connecticut,0.04,8,0.79,348,817,10,105
Computer Peripherals,Auburn,Small Pack,2897,Betty Giles,Home Office,Technology,11188,BASF Silver 74 Minute CD-R,9/1/2015,86928,High,13021,East,8/16/1960,9/1/2015,Regular Air,New York,0.09,6,0.51,-42,10,2,2
Telephones and Communication,Wilson,Small Box,2779,Jacob Burgess,Consumer,Technology,10221,Accessory27,7/17/2016,87169,Low,27893,South,3/16/1956,7/27/2016,Regular Air,North Carolina,0,11,0.85,31,341,5,36
Chairs & Chairmats,Savage,Jumbo Drum,645,Jessie Pugh,Corporate,Furniture,10251,"Global Leather & Oak Executive Chair, Burgundy",1/16/2016,90737,High,55378,Central,5/12/1957,1/18/2016,Delivery Truck,Minnesota,0.05,10,0.77,-1298,1551,60,151
Tables,Fort Pierce,Jumbo Box,2360,Troy Hendrix,Corporate,Furniture,10811,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",9/3/2015,88272,Critical,34982,South,1/13/1967,9/3/2015,Delivery Truck,Florida,0.09,3,0.66,23,1626,65,551
Binders and Binder Accessories,Fort Pierce,Small Box,2360,Troy Hendrix,Corporate,Office Supplies,11062,"Wilson Jones Hanging View Binder, White, 1""",9/3/2015,88272,Critical,34982,South,1/12/1967,9/3/2015,Express Air,Florida,0.08,11,0.39,-15,80,6,7
Binders and Binder Accessories,Fort Pierce,Small Box,2360,Troy Hendrix,Corporate,Office Supplies,10577,GBC Standard Therm-A-Bind Covers,9/4/2014,88272,Critical,34982,South,1/11/1967,9/4/2014,Regular Air,Florida,0.01,10,0.39,177,250,13,25
Envelopes,Clayton,Small Box,518,Mark Ritchie,Home Office,Office Supplies,10982,Security-Tint Envelopes,11/24/2015,90868,Critical,63105,Central,2/28/1968,11/24/2015,Regular Air,Missouri,0.06,9,0.36,48,70,1,8
Labels,Falmouth,Small Box,185,Carolyn Blackwell,Small Business,Office Supplies,10099,Avery 487,10/20/2015,88364,Critical,2540,East,2/19/1959,10/20/2015,Regular Air,Massachusetts,0.02,3,0.38,8,11,1,4
Labels,Oxford,Small Box,181,Wesley Waller,Small Business,Office Supplies,10099,Avery 487,1/8/2016,25669,Critical,1540,East,11/8/1909,1/8/2016,Regular Air,Massachusetts,0.02,13,0.38,6,49,1,4
Paper,Vincennes,Small Box,1281,Pauline Denton,Small Business,Office Supplies,11169,Xerox 1992,11/9/2016,89114,Medium,47591,Central,8/11/1956,11/10/2016,Regular Air,Indiana,0.03,8,0.36,-54,50,5,6
Paper,Philadelphia,Small Box,1282,Dana Sharpe,Small Business,Office Supplies,11169,Xerox 1992,11/12/2016,19365,Medium,19134,East,5/1/1907,11/14/2016,Regular Air,Pennsylvania,0.03,32,0.36,-69,201,5,6
Labels,Stratford,Small Box,2398,Julian F Wolfe,Corporate,Office Supplies,10926,Avery 51,10/17/2014,86376,Critical,6614,East,5/11/1967,10/17/2014,Regular Air,Connecticut,0.01,10,0.39,44,64,1,6
Office Furnishings,Killingly Center,Wrap Bag,1438,Jean Weiss Diaz,Corporate,Furniture,11147,Eldon Econocleat® Chair Mats for Low Pile Carpets,2/18/2016,90123,Medium,6241,East,7/2/1953,2/22/2016,Regular Air,Connecticut,0.1,2,0.73,-74,88,34,41
Pens & Art Supplies,Oxford,Wrap Bag,661,Emma Leach,Consumer,Office Supplies,10151,Newell 320,11/22/2016,91337,Medium,1540,East,1/3/1963,11/22/2016,Regular Air,Massachusetts,0.01,2,0.58,-6,10,2,4
Paper,Killingly Center,Small Box,1438,Jean Weiss Diaz,Corporate,Office Supplies,10828,Xerox 210,2/18/2016,90123,Medium,6241,East,7/3/1953,2/22/2016,Regular Air,Connecticut,0.1,8,0.37,-148,49,7,6
Chairs & Chairmats,Hazleton,Jumbo Drum,3304,Ronald Perry,Home Office,Furniture,11083,"Global Leather and Oak Executive Chair, Black",7/8/2015,87800,Critical,18201,East,4/6/1955,7/8/2015,Delivery Truck,Pennsylvania,0.07,5,0.56,459,1502,65,301
Binders and Binder Accessories,Norman,Small Box,2630,Betsy Puckett,Corporate,Office Supplies,10899,"Wilson Jones 1"" Hanging DublLock® Ring Binders",9/16/2015,85920,High,73071,Central,4/6/1960,9/21/2015,Regular Air,Oklahoma,0,11,0.37,11,62,3,5
Telephones and Communication,Norman,Small Box,2630,Betsy Puckett,Corporate,Technology,10423,iDENi80s,9/16/2015,85920,High,73071,Central,4/7/1960,9/21/2015,Regular Air,Oklahoma,0,8,0.59,-65,472,20,66
Office Furnishings,Irving,Small Box,382,Wesley Dudley,Corporate,Furniture,11132,Eldon Image Series Black Desk Accessories,9/4/2016,88934,Not Specified,75061,Central,11/21/1971,9/5/2016,Regular Air,Texas,0.06,7,0.49,-116,31,7,4
Paper,Roswell,Small Box,2639,Marianne Connor,Consumer,Office Supplies,10310,Staples 1 Part Blank Computer Paper,9/15/2016,90953,Low,88201,West,6/13/1959,9/15/2016,Regular Air,New Mexico,0.05,5,0.36,-101,59,11,11
Office Machines,Warner Robins,Jumbo Drum,2637,Julian French,Consumer,Technology,10111,Panasonic KX-P3200 Dot Matrix Printer,9/18/2014,90953,Low,31088,South,6/14/1959,9/18/2014,Delivery Truck,Georgia,0.08,11,0.57,-74,3253,15,298
Chairs & Chairmats,Manitowoc,Jumbo Drum,2587,Eugene H Walsh,Home Office,Furniture,11230,Hon Comfortask® Task/Swivel Chairs,11/24/2015,91169,Medium,54220,Central,9/28/1958,11/27/2015,Delivery Truck,Wisconsin,0.06,3,0.69,-188,345,30,114
Appliances,Kalispell,Small Box,1495,Theodore Petty,Home Office,Office Supplies,11144,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,9/16/2014,85884,Critical,59901,West,12/4/1971,9/19/2014,Regular Air,Montana,0.05,3,0.59,124,212,4,71
Binders and Binder Accessories,Kalispell,Small Box,1495,Theodore Petty,Home Office,Office Supplies,11145,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,9/15/2015,85884,Critical,59901,West,12/5/1971,9/18/2015,Regular Air,Montana,0.09,11,0.38,-17,55,3,5
Paper,Southbury,Small Box,2815,Tammy Preston,Corporate,Office Supplies,10098,Xerox 1984,1/5/2016,89747,High,6488,East,6/18/1952,1/5/2016,Regular Air,Connecticut,0.07,3,0.36,-72,21,9,6
Binders and Binder Accessories,Asbury Park,Small Box,1861,Melissa McCullough,Home Office,Office Supplies,10577,GBC Standard Therm-A-Bind Covers,12/6/2016,86852,Not Specified,7712,East,11/22/1960,12/9/2016,Regular Air,New Jersey,0.02,9,0.39,25,230,13,25
Telephones and Communication,Southbury,Small Box,2815,Tammy Preston,Corporate,Technology,10788,Timeport L7089,1/5/2016,89747,High,6488,East,6/19/1952,1/5/2016,Regular Air,Connecticut,0.09,1,0.58,-692,103,8,126
Office Furnishings,Oxford,Small Box,2489,Craig Liu,Home Office,Furniture,11033,"Eldon® Expressions™ Wood Desk Accessories, Oak",1/27/2016,86891,Not Specified,1540,East,7/24/1957,1/27/2016,Regular Air,Massachusetts,0.08,3,0.56,1,24,5,7
Office Furnishings,Oxford,Small Box,2491,Sean N Boyer,Home Office,Furniture,11033,"Eldon® Expressions™ Wood Desk Accessories, Oak",1/31/2013,21760,Not Specified,1540,East,4/12/1908,1/30/2014,Regular Air,Massachusetts,0.08,10,0.56,1,79,5,7
Appliances,New York City,Small Box,1416,Betsy Gibson,Corporate,Office Supplies,11220,Belkin 8 Outlet Surge Protector,8/1/2014,90546,Critical,10024,East,6/9/1969,8/1/2014,Express Air,New York,0.06,6,0.57,124,242,5,41
Office Furnishings,Norton,Medium Box,225,Hazel Britt,Small Business,Furniture,10882,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",1/1/2016,88531,High,2766,East,10/23/1959,1/1/2016,Regular Air,Massachusetts,0.08,1,0.65,73,105,14,106
Pens & Art Supplies,Newark,Wrap Bag,227,Stacey Glenn,Small Business,Office Supplies,10396,SANFORD Major Accent™ Highlighters,1/1/2016,88531,High,7101,East,10/22/1959,1/1/2016,Regular Air,New Jersey,0.1,3,0.47,0,21,2,7
Office Furnishings,New York City,Small Pack,1416,Betsy Gibson,Corporate,Furniture,10594,"Executive Impressions 14"" Contract Wall Clock",7/31/2015,90546,Critical,10024,East,6/10/1969,7/31/2015,Regular Air,New York,0,8,0.52,132,191,4,22
Appliances,Rexburg,Medium Box,3149,Harriet Moore,Corporate,Office Supplies,11126,Bionaire Personal Warm Mist Humidifier/Vaporizer,11/11/2015,89718,High,83440,West,11/12/1971,11/18/2015,Regular Air,Idaho,0.07,8,0.46,249,361,5,47
Appliances,Shreveport,Large Box,3128,Cathy Burgess,Small Business,Office Supplies,10562,Honeywell Enviracaire® Portable HEPA Air Cleaner for up to 10 x 16 Room,11/20/2014,89812,Medium,71109,South,7/24/1952,11/20/2014,Regular Air,Louisiana,0.07,4,0.46,-117,498,24,123
Labels,Oxford,Small Box,3121,Bob Dickens,Home Office,Office Supplies,11130,Avery 481,8/25/2014,31140,Critical,1540,East,12/19/1911,8/26/2014,Regular Air,Massachusetts,0.03,4,0.37,-1,13,1,3
Labels,New Orleans,Small Box,3120,Daniel Christian,Home Office,Office Supplies,11130,Avery 481,2/3/2016,90161,Critical,70117,South,3/31/1961,2/3/2016,Regular Air,Louisiana,0.03,1,0.37,57,3,1,3
Telephones and Communication,Knoxville,Small Box,152,Kent Kerr,Home Office,Technology,10440,T60,8/1/2015,89526,Medium,37918,South,7/23/1958,8/3/2015,Regular Air,Tennessee,0.06,12,0.56,35,994,5,96
Office Machines,Bozeman,Medium Box,2037,Lynda Herman,Small Business,Technology,10339,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,11/12/2014,89336,Medium,59715,West,11/7/1951,11/12/2014,Express Air,Montana,0.1,4,0.37,111,209,10,52
Telephones and Communication,Merritt Island,Small Box,2442,Natalie Aldridge,Consumer,Technology,11196,Item 11196,11/2/2015,89307,High,32953,South,9/1/1957,11/2/2015,Regular Air,Florida,0.02,1,0.56,12,63,9,66
Chairs & Chairmats,Eastpointe,Jumbo Drum,2023,Dan George,Home Office,Furniture,11040,"Global Stack Chair without Arms, Black",2/20/2016,90763,Critical,48021,Central,4/27/1970,2/22/2016,Delivery Truck,Michigan,0.08,6,0.6,-124,159,14,26
Office Furnishings,Beverly Hills,Large Box,3235,Aaron Davies Bruce,Home Office,Furniture,10198,Electrix Halogen Magnifier Lamp,1/28/2016,91253,Not Specified,90210,West,7/9/1957,1/28/2016,Regular Air,California,0.02,11,0.59,1561,2262,12,194
Storage & Organization,Beverly Hills,Small Box,3235,Aaron Davies Bruce,Home Office,Office Supplies,10489,Eldon Shelf Savers™ Cubes and Bins,1/28/2016,91253,Not Specified,90210,West,7/10/1957,1/28/2016,Regular Air,California,0.07,6,0.83,-197,41,10,7
Office Furnishings,Beverly Hills,Wrap Bag,3235,Aaron Davies Bruce,Home Office,Furniture,10207,Eldon Radial Chair Mat for Low to Medium Pile Carpets,1/28/2016,91253,Not Specified,90210,West,7/8/1957,1/28/2016,Regular Air,California,0.01,1,0.65,30,44,9,40
Office Furnishings,Burlington,Small Box,3316,Kathleen Powers,Small Business,Furniture,10367,"Seth Thomas 14"" Putty-Colored Wall Clock",10/22/2015,90465,Critical,5401,East,12/24/1953,10/22/2015,Regular Air,Vermont,0.05,1,0.54,0,31,58,29
Binders and Binder Accessories,Beverly Hills,Small Box,3235,Aaron Davies Bruce,Home Office,Office Supplies,10553,Storex Dura Pro™ Binders,1/28/2016,91253,Not Specified,90210,West,7/7/1957,1/28/2016,Regular Air,California,0.07,7,0.38,-169,42,10,6
Pens & Art Supplies,Dedham,Small Box,2167,Esther Marcus,Small Business,Office Supplies,10166,"BOSTON® Ranger® #55 Pencil Sharpener, Black",11/3/2014,88796,Critical,2026,East,5/17/1962,11/24/2014,Regular Air,Massachusetts,0.09,4,0.56,6,96,5,26
Telephones and Communication,Bourne,Small Pack,2166,Ronnie D Moon,Small Business,Technology,10315,Accessory39,10/31/2016,88796,Critical,2532,East,5/16/1962,11/21/2016,Regular Air,Massachusetts,0.1,8,0.81,-120,137,3,21
Tables,Bethel Park,Jumbo Box,1039,Christian Tilley,Corporate,Furniture,10922,KI Conference Tables,9/26/2016,90643,Low,15102,East,10/30/1966,9/26/2016,Delivery Truck,Pennsylvania,0.01,4,0.69,-1616,306,89,71
Pens & Art Supplies,Adrian,Small Pack,3261,Steven Long,Consumer,Office Supplies,10340,Panasonic KP-150 Electric Pencil Sharpener,12/28/2016,90298,Not Specified,49221,Central,9/4/1966,12/28/2016,Express Air,Michigan,0.05,10,0.59,262,379,3,38
Storage & Organization,Adrian,Small Box,3261,Steven Long,Consumer,Office Supplies,10381,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,12/31/2014,90298,Not Specified,49221,Central,9/5/1966,12/31/2014,Express Air,Michigan,0.09,11,0.79,-509,959,20,95
Appliances,Layton,Small Box,120,Helen H Murphy,Corporate,Office Supplies,10500,Staples 4 Outlet Surge Protector,1/21/2016,86522,Medium,84041,West,10/21/1964,1/21/2016,Express Air,Utah,0.06,13,0.58,3,117,4,9
Labels,Apple Valley,Small Box,2161,Judith Wallace,Home Office,Office Supplies,10926,Avery 51,11/29/2016,90392,Medium,55124,Central,3/22/1964,11/29/2016,Regular Air,Minnesota,0.09,14,0.39,58,83,1,6
Office Furnishings,Richfield,Small Box,250,Brenda Nelson Blanchard,Corporate,Furniture,10726,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",11/16/2015,87216,High,55423,Central,3/26/1956,11/16/2015,Regular Air,Minnesota,0.04,12,0.57,1,129,5,11
Appliances,Rochester,Medium Box,251,Joann Davidson Rich,Corporate,Office Supplies,10844,Holmes Odor Grabber,11/16/2015,87216,High,55901,Central,3/27/1956,11/16/2015,Express Air,Minnesota,0.1,4,0.52,-25,58,7,14
Appliances,Rochester,Jumbo Drum,251,Joann Davidson Rich,Corporate,Office Supplies,10672,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,11/14/2016,87216,High,55901,Central,3/28/1956,11/14/2016,Delivery Truck,Minnesota,0.08,1,0.59,-126,275,23,280
Pens & Art Supplies,Rochester,Wrap Bag,251,Joann Davidson Rich,Corporate,Office Supplies,10522,Avery Hi-Liter® Smear-Safe Highlighters,11/17/2014,87216,High,55901,Central,3/29/1956,11/17/2014,Express Air,Minnesota,0.02,3,0.49,13,19,1,6
Binders and Binder Accessories,Kissimmee,Small Box,3284,Michael Shaffer,Consumer,Office Supplies,11192,Fellowes PB300 Plastic Comb Binding Machine,11/30/2016,90754,Not Specified,34741,South,10/7/1968,12/1/2016,Regular Air,Florida,0.1,6,0.38,180,2263,20,388
Computer Peripherals,Mcallen,Small Box,1562,Kristin Snyder,Corporate,Technology,11090,Microsoft Internet Keyboard,8/12/2015,88096,Low,78501,Central,12/3/1956,8/31/2015,Regular Air,Texas,0.02,7,0.78,-95,157,7,21
Paper,Mcallen,Small Box,1562,Kristin Snyder,Corporate,Office Supplies,10828,Xerox 210,8/12/2015,88096,Low,78501,Central,12/4/1956,8/31/2015,Regular Air,Texas,0.1,13,0.37,-191,78,7,6
Rubber Bands,Boise,Wrap Bag,2822,Rosemary Howell,Corporate,Office Supplies,11243,Plymouth Boxed Rubber Bands by Plymouth,1/22/2016,87242,High,83701,West,12/23/1949,1/22/2016,Regular Air,Idaho,0.05,3,0.8,-8,14,1,5
Telephones and Communication,Burleson,Small Pack,959,Sally House,Corporate,Technology,10833,Accessory8,2/5/2016,91582,High,76028,Central,7/15/1966,2/5/2016,Regular Air,Texas,0.06,2,0.39,-148,143,1,86
Appliances,Fort Lauderdale,Jumbo Drum,2358,Danielle Baird,Home Office,Office Supplies,10977,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",9/19/2015,88273,Low,33311,South,3/4/1958,9/21/2015,Delivery Truck,Florida,0.04,6,0.41,-32,438,60,69
Binders and Binder Accessories,Deer Park,Small Box,1085,Ted Dunlap,Corporate,Office Supplies,11211,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9/27/2015,86129,Low,11729,East,8/26/1962,9/28/2015,Express Air,New York,0.1,6,0.4,-114,48,9,8
Telephones and Communication,Fort Lauderdale,Small Box,2358,Danielle Baird,Home Office,Technology,10677,CF 888,9/19/2015,88273,Low,33311,South,3/5/1958,9/21/2015,Express Air,Florida,0.05,12,0.59,140,1903,4,196
Office Furnishings,Rocklin,Small Box,973,Victor Godfrey,Corporate,Furniture,10568,Staples Plastic Wall Frames,1/19/2016,87264,High,95677,West,9/12/1958,1/19/2016,Express Air,California,0.04,9,0.41,22,76,5,8
Pens & Art Supplies,Dundalk,Small Pack,831,Lindsay McGuire,Corporate,Office Supplies,10467,"Boston School Pro Electric Pencil Sharpener, 1670",11/6/2015,90274,Not Specified,21222,East,12/2/1964,11/6/2015,Regular Air,Maryland,0.1,12,0.58,23,347,9,31
Pens & Art Supplies,Ponca City,Wrap Bag,2644,Alfred Moran,Consumer,Office Supplies,10644,Newell 310,9/9/2015,87507,Medium,74601,Central,9/5/1958,9/9/2015,Regular Air,Oklahoma,0,4,0.56,0,8,1,2
Pens & Art Supplies,Seattle,Wrap Bag,2645,Ronnie Dodson,Consumer,Office Supplies,10644,Newell 310,9/8/2015,24486,Medium,98103,West,5/25/1909,9/10/2015,Regular Air,Washington,0,16,0.56,0,31,1,2
Computer Peripherals,Ponca City,Small Pack,2644,Alfred Moran,Consumer,Technology,10698,"Imation Neon Mac Format Diskettes, 10/Pack",9/9/2015,87507,Medium,74601,Central,9/4/1958,9/9/2015,Regular Air,Oklahoma,0.03,1,0.77,-32,9,3,8
Computer Peripherals,Seattle,Small Pack,2645,Ronnie Dodson,Consumer,Technology,10698,"Imation Neon Mac Format Diskettes, 10/Pack",9/8/2015,24486,Medium,98103,West,5/24/1909,9/10/2015,Regular Air,Washington,0.03,3,0.77,-32,28,3,8
Binders and Binder Accessories,Radnor,Small Box,2228,Beverly Baker,Corporate,Office Supplies,11062,"Wilson Jones Hanging View Binder, White, 1""",10/30/2015,89158,Not Specified,19087,East,6/17/1964,10/30/2015,Express Air,Pennsylvania,0.02,12,0.39,-90,88,6,7
Telephones and Communication,Wichita Falls,Medium Box,1371,Valerie Moss,Corporate,Technology,11113,1726 Digital Answering Machine,7/25/2015,91333,Not Specified,76308,Central,3/15/1959,7/27/2015,Express Air,Texas,0,5,0.58,-11,95,5,21
Rubber Bands,Radnor,Wrap Bag,2228,Beverly Baker,Corporate,Office Supplies,10545,Rubber Band Ball,10/28/2016,89158,Not Specified,19087,East,6/18/1964,10/28/2016,Regular Air,Pennsylvania,0.1,13,0.83,-33,45,1,4
Office Machines,Holland,Jumbo Drum,2381,Alice Brady,Small Business,Technology,10673,Epson LQ-570e Dot Matrix Printer,9/5/2015,86657,Critical,49423,Central,2/3/1962,9/7/2015,Delivery Truck,Michigan,0,12,0.56,2240,3247,28,271
Office Machines,New York City,Jumbo Drum,2382,Geoffrey Saunders,Small Business,Technology,10673,Epson LQ-570e Dot Matrix Printer,11/6/2015,33287,Critical,10024,East,10/23/1912,11/6/2015,Delivery Truck,New York,0,49,0.56,3909,13257,28,271
Office Furnishings,Albuquerque,Large Box,2007,Lauren West,Home Office,Furniture,10280,"Dana Fluorescent Magnifying Lamp, White, 36""",8/25/2015,88806,Low,87105,West,11/26/1965,8/25/2015,Regular Air,New Mexico,0.08,14,0.55,26,683,22,51
Storage & Organization,Santa Rosa,Small Box,2006,Cynthia Khan,Home Office,Office Supplies,10863,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",8/25/2015,88806,Low,95404,West,11/27/1965,8/25/2015,Regular Air,California,0.08,12,0.57,163,401,8,35
